Date,Location,City,SO2 µg/m3,Nox µg/m3,RSPM µg/m3,SPM,AQI
23-01-2025 00:00,Hebbal (Bengaluru),Bengaluru,6.68,30.81,34.8,43.76,137.6
23-01-2025 01:00,Hebbal (Bengaluru),Bengaluru,6.29,20.75,55.65,51.57,147.8
23-01-2025 02:00,Hebbal (Bengaluru),Bengaluru,4.67,20.13,42.92,34.8,124.5
23-01-2025 03:00,Hebbal (Bengaluru),Bengaluru,6.16,16.11,10.75,17.92,102.5
23-01-2025 04:00,Hebbal (Bengaluru),Bengaluru,0.85,7.93,13.63,28.93,67.9
23-01-2025 05:00,Hebbal (Bengaluru),Bengaluru,5.62,14.64,43.64,23.68,143.0
23-01-2025 06:00,Hebbal (Bengaluru),Bengaluru,4.72,16.18,29.51,44.33,147.9
23-01-2025 07:00,Hebbal (Bengaluru),Bengaluru,8.76,20.0,80.32,55.73,220.8
23-01-2025 08:00,Hebbal (Bengaluru),Bengaluru,8.43,27.32,72.85,30.92,170.4
23-01-2025 09:00,Hebbal (Bengaluru),Bengaluru,5.11,13.51,60.97,51.94,196.8
23-01-2025 10:00,Hebbal (Bengaluru),Bengaluru,5.16,15.0,45.49,43.09,135.1
23-01-2025 11:00,Hebbal (Bengaluru),Bengaluru,8.13,16.58,34.28,42.46,146.2
23-01-2025 12:00,Hebbal (Bengaluru),Bengaluru,7.35,21.62,35.63,34.19,166.5
23-01-2025 13:00,Hebbal (Bengaluru),Bengaluru,8.53,20.99,45.35,20.34,123.8
23-01-2025 14:00,Hebbal (Bengaluru),Bengaluru,3.42,23.34,73.98,57.72,153.5
23-01-2025 15:00,Hebbal (Bengaluru),Bengaluru,8.17,23.65,39.37,53.94,182.0
23-01-2025 16:00,Hebbal (Bengaluru),Bengaluru,7.41,21.97,53.33,20.53,142.9
23-01-2025 17:00,Hebbal (Bengaluru),Bengaluru,6.12,20.25,76.36,41.61,179.7
23-01-2025 18:00,Hebbal (Bengaluru),Bengaluru,6.03,24.62,66.59,65.31,181.0
23-01-2025 19:00,Hebbal (Bengaluru),Bengaluru,7.53,21.0,82.16,25.83,193.9
23-01-2025 20:00,Hebbal (Bengaluru),Bengaluru,4.18,10.42,47.26,23.91,160.8
23-01-2025 21:00,Hebbal (Bengaluru),Bengaluru,8.17,26.83,55.98,56.25,168.9
23-01-2025 22:00,Hebbal (Bengaluru),Bengaluru,9.29,17.95,35.12,35.74,142.7
23-01-2025 23:00,Hebbal (Bengaluru),Bengaluru,4.97,13.09,56.66,41.25,134.6
24-01-2025 00:00,Hebbal (Bengaluru),Bengaluru,2.99,20.42,47.17,22.51,123.3
24-01-2025 01:00,Hebbal (Bengaluru),Bengaluru,5.0,20.36,30.34,42.31,137.1
24-01-2025 02:00,Hebbal (Bengaluru),Bengaluru,2.83,9.58,37.62,28.29,124.6
24-01-2025 03:00,Hebbal (Bengaluru),Bengaluru,3.71,3.65,43.75,37.8,109.1
24-01-2025 04:00,Hebbal (Bengaluru),Bengaluru,4.31,22.86,44.71,32.58,118.5
24-01-2025 05:00,Hebbal (Bengaluru),Bengaluru,3.52,20.72,32.88,43.89,131.4
24-01-2025 06:00,Hebbal (Bengaluru),Bengaluru,5.62,14.24,49.87,33.54,145.7
24-01-2025 07:00,Hebbal (Bengaluru),Bengaluru,7.74,19.09,50.36,41.4,174.2
24-01-2025 08:00,Hebbal (Bengaluru),Bengaluru,6.36,19.64,39.58,33.25,161.0
24-01-2025 09:00,Hebbal (Bengaluru),Bengaluru,7.26,20.45,73.34,43.68,169.5
24-01-2025 10:00,Hebbal (Bengaluru),Bengaluru,7.58,21.06,75.03,53.13,150.3
24-01-2025 11:00,Hebbal (Bengaluru),Bengaluru,2.95,23.08,32.04,43.28,154.8
24-01-2025 12:00,Hebbal (Bengaluru),Bengaluru,6.2,15.93,60.78,21.85,150.5
24-01-2025 13:00,Hebbal (Bengaluru),Bengaluru,2.13,22.0,26.26,20.59,120.2
24-01-2025 14:00,Hebbal (Bengaluru),Bengaluru,4.15,16.1,27.12,40.97,131.8
24-01-2025 15:00,Hebbal (Bengaluru),Bengaluru,3.22,4.51,32.34,36.63,132.6
24-01-2025 16:00,Hebbal (Bengaluru),Bengaluru,6.83,15.0,56.25,17.03,123.5
24-01-2025 17:00,Hebbal (Bengaluru),Bengaluru,7.84,7.4,60.33,35.36,141.3
24-01-2025 18:00,Hebbal (Bengaluru),Bengaluru,5.61,18.59,58.24,58.84,189.2
24-01-2025 19:00,Hebbal (Bengaluru),Bengaluru,9.91,15.75,83.13,38.7,198.8
24-01-2025 20:00,Hebbal (Bengaluru),Bengaluru,9.67,17.05,53.35,33.62,172.3
24-01-2025 21:00,Hebbal (Bengaluru),Bengaluru,8.3,25.16,76.92,35.36,169.7
24-01-2025 22:00,Hebbal (Bengaluru),Bengaluru,8.22,19.94,66.44,41.04,175.8
24-01-2025 23:00,Hebbal (Bengaluru),Bengaluru,8.92,12.26,45.26,35.9,140.3
25-01-2025 00:00,Hebbal (Bengaluru),Bengaluru,10.31,16.24,56.64,33.16,157.5
25-01-2025 01:00,Hebbal (Bengaluru),Bengaluru,4.89,18.45,48.85,21.04,122.0
25-01-2025 02:00,Hebbal (Bengaluru),Bengaluru,4.31,10.13,53.11,39.62,121.4
25-01-2025 03:00,Hebbal (Bengaluru),Bengaluru,2.62,21.88,39.69,26.23,122.4
25-01-2025 04:00,Hebbal (Bengaluru),Bengaluru,2.65,23.29,37.46,27.61,136.9
25-01-2025 05:00,Hebbal (Bengaluru),Bengaluru,3.0,19.15,37.56,31.6,137.7
25-01-2025 06:00,Hebbal (Bengaluru),Bengaluru,6.32,3.74,22.01,26.22,138.1
25-01-2025 07:00,Hebbal (Bengaluru),Bengaluru,6.28,22.42,52.27,53.54,183.5
25-01-2025 08:00,Hebbal (Bengaluru),Bengaluru,7.41,17.71,56.84,43.75,176.3
25-01-2025 09:00,Hebbal (Bengaluru),Bengaluru,5.49,17.58,52.08,34.43,161.3
25-01-2025 10:00,Hebbal (Bengaluru),Bengaluru,4.6,9.1,43.36,28.05,142.8
25-01-2025 11:00,Hebbal (Bengaluru),Bengaluru,6.35,12.9,43.07,30.7,142.2
25-01-2025 12:00,Hebbal (Bengaluru),Bengaluru,7.58,18.39,46.2,8.25,132.4
25-01-2025 13:00,Hebbal (Bengaluru),Bengaluru,7.81,4.18,56.12,42.03,117.2
25-01-2025 14:00,Hebbal (Bengaluru),Bengaluru,6.15,8.2,32.22,24.21,95.2
25-01-2025 15:00,Hebbal (Bengaluru),Bengaluru,8.27,15.65,62.33,29.95,147.9
25-01-2025 16:00,Hebbal (Bengaluru),Bengaluru,5.95,18.72,50.08,8.58,165.9
25-01-2025 17:00,Hebbal (Bengaluru),Bengaluru,2.97,11.48,35.6,31.54,140.0
25-01-2025 18:00,Hebbal (Bengaluru),Bengaluru,7.11,23.43,73.17,35.11,168.9
25-01-2025 19:00,Hebbal (Bengaluru),Bengaluru,5.2,23.59,59.71,29.54,175.6
25-01-2025 20:00,Hebbal (Bengaluru),Bengaluru,10.24,14.54,36.66,44.92,171.7
25-01-2025 21:00,Hebbal (Bengaluru),Bengaluru,3.34,23.64,37.03,45.83,159.5
25-01-2025 22:00,Hebbal (Bengaluru),Bengaluru,1.93,17.64,10.7,20.06,119.8
25-01-2025 23:00,Hebbal (Bengaluru),Bengaluru,8.29,19.96,57.14,38.29,133.2
26-01-2025 00:00,Hebbal (Bengaluru),Bengaluru,5.06,10.31,59.55,54.98,160.9
26-01-2025 01:00,Hebbal (Bengaluru),Bengaluru,7.74,17.54,55.5,45.03,159.8
26-01-2025 02:00,Hebbal (Bengaluru),Bengaluru,5.82,9.12,33.77,13.83,110.2
26-01-2025 03:00,Hebbal (Bengaluru),Bengaluru,4.66,13.8,38.29,38.84,112.1
26-01-2025 04:00,Hebbal (Bengaluru),Bengaluru,6.97,11.33,71.96,28.25,124.0
26-01-2025 05:00,Hebbal (Bengaluru),Bengaluru,3.77,21.83,32.75,35.96,117.7
26-01-2025 06:00,Hebbal (Bengaluru),Bengaluru,4.54,17.34,60.67,43.32,163.0
26-01-2025 07:00,Hebbal (Bengaluru),Bengaluru,4.54,24.99,44.55,37.03,153.4
26-01-2025 08:00,Hebbal (Bengaluru),Bengaluru,9.37,23.74,63.79,44.65,187.9
26-01-2025 09:00,Hebbal (Bengaluru),Bengaluru,5.07,20.96,48.35,36.82,143.6
26-01-2025 10:00,Hebbal (Bengaluru),Bengaluru,5.85,22.12,46.26,56.35,143.0
26-01-2025 11:00,Hebbal (Bengaluru),Bengaluru,6.21,17.63,59.06,29.81,169.5
26-01-2025 12:00,Hebbal (Bengaluru),Bengaluru,6.83,13.3,57.94,29.04,131.7
26-01-2025 13:00,Hebbal (Bengaluru),Bengaluru,3.65,13.49,15.67,33.12,115.4
26-01-2025 14:00,Hebbal (Bengaluru),Bengaluru,5.82,12.94,62.06,21.75,97.0
26-01-2025 15:00,Hebbal (Bengaluru),Bengaluru,6.06,23.16,34.6,35.21,138.6
26-01-2025 16:00,Hebbal (Bengaluru),Bengaluru,9.17,17.86,78.89,41.89,166.2
26-01-2025 17:00,Hebbal (Bengaluru),Bengaluru,4.35,25.53,54.59,36.59,166.9
26-01-2025 18:00,Hebbal (Bengaluru),Bengaluru,6.87,31.08,74.28,28.93,181.7
26-01-2025 19:00,Hebbal (Bengaluru),Bengaluru,12.05,21.59,52.05,41.04,177.4
26-01-2025 20:00,Hebbal (Bengaluru),Bengaluru,9.31,16.25,53.87,52.13,178.6
26-01-2025 21:00,Hebbal (Bengaluru),Bengaluru,8.7,15.25,69.62,58.38,166.9
26-01-2025 22:00,Hebbal (Bengaluru),Bengaluru,7.87,0.0,26.94,26.77,111.7
26-01-2025 23:00,Hebbal (Bengaluru),Bengaluru,7.23,25.37,52.17,42.31,161.7
27-01-2025 00:00,Hebbal (Bengaluru),Bengaluru,2.53,11.11,66.07,12.21,130.1
27-01-2025 01:00,Hebbal (Bengaluru),Bengaluru,7.05,17.69,64.9,34.9,156.7
27-01-2025 02:00,Hebbal (Bengaluru),Bengaluru,6.82,18.95,44.82,30.65,123.1
27-01-2025 03:00,Hebbal (Bengaluru),Bengaluru,1.86,15.75,60.59,24.31,113.3
27-01-2025 04:00,Hebbal (Bengaluru),Bengaluru,2.72,14.94,60.08,30.76,109.2
27-01-2025 05:00,Hebbal (Bengaluru),Bengaluru,3.74,24.83,42.21,38.54,152.0
27-01-2025 06:00,Hebbal (Bengaluru),Bengaluru,8.07,23.27,49.64,50.38,156.2
27-01-2025 07:00,Hebbal (Bengaluru),Bengaluru,13.19,20.24,64.27,50.05,195.3
27-01-2025 08:00,Hebbal (Bengaluru),Bengaluru,10.99,24.29,80.57,37.87,191.2
27-01-2025 09:00,Hebbal (Bengaluru),Bengaluru,8.98,15.09,94.81,42.94,168.4
27-01-2025 10:00,Hebbal (Bengaluru),Bengaluru,9.66,16.5,51.61,44.94,163.5
27-01-2025 11:00,Hebbal (Bengaluru),Bengaluru,5.7,22.4,22.62,16.93,151.7
27-01-2025 12:00,Hebbal (Bengaluru),Bengaluru,6.15,19.28,42.74,37.62,121.4
27-01-2025 13:00,Hebbal (Bengaluru),Bengaluru,6.31,13.31,46.49,35.69,130.2
27-01-2025 14:00,Hebbal (Bengaluru),Bengaluru,2.82,10.98,50.82,29.24,123.6
27-01-2025 15:00,Hebbal (Bengaluru),Bengaluru,5.63,16.24,19.77,32.49,120.6
27-01-2025 16:00,Hebbal (Bengaluru),Bengaluru,7.53,29.25,64.9,39.62,151.2
27-01-2025 17:00,Hebbal (Bengaluru),Bengaluru,5.44,12.74,41.58,38.75,135.0
27-01-2025 18:00,Hebbal (Bengaluru),Bengaluru,6.66,23.39,53.67,39.88,168.1
27-01-2025 19:00,Hebbal (Bengaluru),Bengaluru,7.29,30.27,56.45,57.89,166.1
27-01-2025 20:00,Hebbal (Bengaluru),Bengaluru,9.89,13.93,55.31,70.14,207.4
27-01-2025 21:00,Hebbal (Bengaluru),Bengaluru,6.82,15.18,70.04,48.12,158.8
27-01-2025 22:00,Hebbal (Bengaluru),Bengaluru,7.64,15.66,16.13,38.45,141.1
27-01-2025 23:00,Hebbal (Bengaluru),Bengaluru,6.81,23.76,83.04,60.5,167.0
28-01-2025 00:00,Hebbal (Bengaluru),Bengaluru,7.64,17.1,9.8,54.45,116.8
28-01-2025 01:00,Hebbal (Bengaluru),Bengaluru,6.4,20.37,60.87,49.01,165.7
28-01-2025 02:00,Hebbal (Bengaluru),Bengaluru,1.96,8.3,53.61,20.81,110.3
28-01-2025 03:00,Hebbal (Bengaluru),Bengaluru,5.42,11.13,38.46,25.6,92.9
28-01-2025 04:00,Hebbal (Bengaluru),Bengaluru,0.0,22.4,52.45,28.57,112.9
28-01-2025 05:00,Hebbal (Bengaluru),Bengaluru,5.16,20.58,54.07,26.59,157.5
28-01-2025 06:00,Hebbal (Bengaluru),Bengaluru,7.89,23.78,38.53,32.15,154.7
28-01-2025 07:00,Hebbal (Bengaluru),Bengaluru,9.17,16.04,50.32,40.32,144.3
28-01-2025 08:00,Hebbal (Bengaluru),Bengaluru,11.09,21.99,42.37,55.14,196.7
28-01-2025 09:00,Hebbal (Bengaluru),Bengaluru,7.0,17.06,65.86,27.67,174.1
28-01-2025 10:00,Hebbal (Bengaluru),Bengaluru,8.0,21.47,37.77,37.55,131.3
28-01-2025 11:00,Hebbal (Bengaluru),Bengaluru,5.34,19.48,63.42,23.45,148.8
28-01-2025 12:00,Hebbal (Bengaluru),Bengaluru,4.05,16.51,68.44,23.06,157.0
28-01-2025 13:00,Hebbal (Bengaluru),Bengaluru,5.31,15.11,42.28,23.58,123.0
28-01-2025 14:00,Hebbal (Bengaluru),Bengaluru,5.39,9.14,8.02,18.3,86.5
28-01-2025 15:00,Hebbal (Bengaluru),Bengaluru,2.89,19.36,43.14,26.83,163.9
28-01-2025 16:00,Hebbal (Bengaluru),Bengaluru,6.41,15.5,46.32,30.88,154.1
28-01-2025 17:00,Hebbal (Bengaluru),Bengaluru,5.24,13.58,52.13,20.12,127.8
28-01-2025 18:00,Hebbal (Bengaluru),Bengaluru,8.12,18.95,77.63,49.68,208.6
28-01-2025 19:00,Hebbal (Bengaluru),Bengaluru,10.07,26.13,60.02,41.52,194.1
28-01-2025 20:00,Hebbal (Bengaluru),Bengaluru,8.36,16.63,47.93,22.52,162.6
28-01-2025 21:00,Hebbal (Bengaluru),Bengaluru,7.2,9.96,67.55,39.58,181.1
28-01-2025 22:00,Hebbal (Bengaluru),Bengaluru,6.06,13.15,61.1,34.1,153.8
28-01-2025 23:00,Hebbal (Bengaluru),Bengaluru,6.49,26.21,78.45,44.34,164.8
29-01-2025 00:00,Hebbal (Bengaluru),Bengaluru,4.95,16.65,58.08,50.94,146.0
29-01-2025 01:00,Hebbal (Bengaluru),Bengaluru,8.92,17.68,32.21,50.46,137.2
29-01-2025 02:00,Hebbal (Bengaluru),Bengaluru,6.03,5.59,19.73,33.91,103.0
29-01-2025 03:00,Hebbal (Bengaluru),Bengaluru,7.06,11.76,51.69,26.44,112.9
29-01-2025 04:00,Hebbal (Bengaluru),Bengaluru,5.61,5.68,34.94,43.02,107.9
29-01-2025 05:00,Hebbal (Bengaluru),Bengaluru,6.92,16.3,33.91,31.38,141.6
29-01-2025 06:00,Hebbal (Bengaluru),Bengaluru,6.45,14.75,52.06,33.82,150.3
29-01-2025 07:00,Hebbal (Bengaluru),Bengaluru,9.54,22.71,82.25,69.91,199.5
29-01-2025 08:00,Hebbal (Bengaluru),Bengaluru,9.49,19.06,71.2,49.5,183.4
29-01-2025 09:00,Hebbal (Bengaluru),Bengaluru,8.61,18.26,59.13,53.69,200.4
29-01-2025 10:00,Hebbal (Bengaluru),Bengaluru,3.3,11.51,52.02,35.38,127.5
29-01-2025 11:00,Hebbal (Bengaluru),Bengaluru,5.24,8.64,71.18,43.61,137.9
29-01-2025 12:00,Hebbal (Bengaluru),Bengaluru,3.63,18.79,29.07,48.28,152.3
29-01-2025 13:00,Hebbal (Bengaluru),Bengaluru,6.28,16.94,45.03,55.63,139.3
29-01-2025 14:00,Hebbal (Bengaluru),Bengaluru,2.33,14.6,15.65,31.03,98.1
29-01-2025 15:00,Hebbal (Bengaluru),Bengaluru,5.92,6.76,48.83,29.48,131.4
29-01-2025 16:00,Hebbal (Bengaluru),Bengaluru,6.29,17.71,67.09,42.64,165.4
29-01-2025 17:00,Hebbal (Bengaluru),Bengaluru,2.76,17.69,21.65,33.3,138.0
29-01-2025 18:00,Hebbal (Bengaluru),Bengaluru,5.54,25.5,46.18,31.66,172.7
29-01-2025 19:00,Hebbal (Bengaluru),Bengaluru,8.25,21.82,49.02,51.44,166.2
29-01-2025 20:00,Hebbal (Bengaluru),Bengaluru,5.84,18.84,38.39,39.31,174.7
29-01-2025 21:00,Hebbal (Bengaluru),Bengaluru,5.19,22.77,64.18,40.7,179.9
29-01-2025 22:00,Hebbal (Bengaluru),Bengaluru,9.61,13.46,65.06,52.14,170.9
29-01-2025 23:00,Hebbal (Bengaluru),Bengaluru,3.93,9.65,49.73,42.91,151.1
30-01-2025 00:00,Hebbal (Bengaluru),Bengaluru,5.87,10.81,44.37,41.93,128.6
30-01-2025 01:00,Hebbal (Bengaluru),Bengaluru,3.92,7.31,90.68,37.25,151.0
30-01-2025 02:00,Hebbal (Bengaluru),Bengaluru,1.25,7.85,51.12,35.22,117.3
30-01-2025 03:00,Hebbal (Bengaluru),Bengaluru,3.81,10.02,41.92,23.72,106.3
30-01-2025 04:00,Hebbal (Bengaluru),Bengaluru,5.08,10.14,43.61,10.66,95.3
30-01-2025 05:00,Hebbal (Bengaluru),Bengaluru,4.75,22.05,32.24,42.92,124.1
30-01-2025 06:00,Hebbal (Bengaluru),Bengaluru,5.74,19.0,36.67,33.98,125.5
30-01-2025 07:00,Hebbal (Bengaluru),Bengaluru,7.83,29.05,64.19,30.35,169.2
30-01-2025 08:00,Hebbal (Bengaluru),Bengaluru,4.86,12.76,72.32,50.92,183.9
30-01-2025 09:00,Hebbal (Bengaluru),Bengaluru,4.33,18.3,78.86,40.95,153.3
30-01-2025 10:00,Hebbal (Bengaluru),Bengaluru,3.81,10.9,54.01,14.91,132.7
30-01-2025 11:00,Hebbal (Bengaluru),Bengaluru,9.22,14.46,54.56,28.27,141.8
30-01-2025 12:00,Hebbal (Bengaluru),Bengaluru,7.94,23.53,57.34,50.0,157.5
30-01-2025 13:00,Hebbal (Bengaluru),Bengaluru,2.1,18.91,10.49,26.69,106.5
30-01-2025 14:00,Hebbal (Bengaluru),Bengaluru,3.78,6.11,60.13,30.84,85.4
30-01-2025 15:00,Hebbal (Bengaluru),Bengaluru,5.12,16.95,73.96,41.44,143.4
30-01-2025 16:00,Hebbal (Bengaluru),Bengaluru,5.73,4.89,58.2,52.44,132.5
30-01-2025 17:00,Hebbal (Bengaluru),Bengaluru,6.75,9.49,22.33,11.28,132.4
30-01-2025 18:00,Hebbal (Bengaluru),Bengaluru,8.81,21.93,72.39,33.21,188.4
30-01-2025 19:00,Hebbal (Bengaluru),Bengaluru,11.86,23.8,72.23,50.27,191.9
30-01-2025 20:00,Hebbal (Bengaluru),Bengaluru,9.04,21.63,78.46,51.79,179.9
30-01-2025 21:00,Hebbal (Bengaluru),Bengaluru,10.51,29.52,44.69,41.32,194.3
30-01-2025 22:00,Hebbal (Bengaluru),Bengaluru,4.39,8.29,65.12,11.42,114.8
30-01-2025 23:00,Hebbal (Bengaluru),Bengaluru,5.52,10.39,59.27,33.59,168.2
31-01-2025 00:00,Hebbal (Bengaluru),Bengaluru,3.92,21.59,36.15,56.85,126.5
31-01-2025 01:00,Hebbal (Bengaluru),Bengaluru,5.3,22.12,48.51,39.14,160.7
31-01-2025 02:00,Hebbal (Bengaluru),Bengaluru,7.22,8.74,15.49,37.68,125.0
31-01-2025 03:00,Hebbal (Bengaluru),Bengaluru,3.47,11.49,35.49,41.65,117.5
31-01-2025 04:00,Hebbal (Bengaluru),Bengaluru,1.8,11.89,42.15,37.74,112.5
31-01-2025 05:00,Hebbal (Bengaluru),Bengaluru,9.27,17.05,48.8,51.0,154.5
31-01-2025 06:00,Hebbal (Bengaluru),Bengaluru,5.94,13.66,82.57,17.9,126.9
31-01-2025 07:00,Hebbal (Bengaluru),Bengaluru,7.98,20.76,36.84,46.01,167.1
31-01-2025 08:00,Hebbal (Bengaluru),Bengaluru,3.22,11.7,56.73,56.79,149.5
31-01-2025 09:00,Hebbal (Bengaluru),Bengaluru,8.81,24.38,91.92,69.16,181.6
31-01-2025 10:00,Hebbal (Bengaluru),Bengaluru,8.53,15.02,39.88,49.51,149.0
31-01-2025 11:00,Hebbal (Bengaluru),Bengaluru,3.02,9.8,64.85,14.99,127.5
31-01-2025 12:00,Hebbal (Bengaluru),Bengaluru,6.4,29.26,70.23,54.99,163.9
31-01-2025 13:00,Hebbal (Bengaluru),Bengaluru,5.2,21.68,48.12,30.97,128.8
31-01-2025 14:00,Hebbal (Bengaluru),Bengaluru,5.08,17.49,32.45,30.75,101.5
31-01-2025 15:00,Hebbal (Bengaluru),Bengaluru,4.97,9.72,60.72,42.85,142.9
31-01-2025 16:00,Hebbal (Bengaluru),Bengaluru,7.27,16.67,91.16,49.84,160.4
31-01-2025 17:00,Hebbal (Bengaluru),Bengaluru,4.29,18.23,27.03,62.93,143.1
31-01-2025 18:00,Hebbal (Bengaluru),Bengaluru,9.51,21.44,67.5,41.47,176.1
31-01-2025 19:00,Hebbal (Bengaluru),Bengaluru,6.63,18.33,81.92,44.45,167.2
31-01-2025 20:00,Hebbal (Bengaluru),Bengaluru,8.15,16.99,61.65,38.7,186.7
31-01-2025 21:00,Hebbal (Bengaluru),Bengaluru,7.68,28.98,62.16,56.64,178.4
31-01-2025 22:00,Hebbal (Bengaluru),Bengaluru,7.49,16.32,46.21,26.11,134.4
31-01-2025 23:00,Hebbal (Bengaluru),Bengaluru,5.46,15.31,45.74,34.24,156.4
01-02-2025 00:00,Hebbal (Bengaluru),Bengaluru,12.44,27.68,72.43,36.28,162.3
01-02-2025 01:00,Hebbal (Bengaluru),Bengaluru,3.33,18.31,58.13,32.0,154.7
01-02-2025 02:00,Hebbal (Bengaluru),Bengaluru,6.05,23.58,64.07,48.87,153.8
01-02-2025 03:00,Hebbal (Bengaluru),Bengaluru,10.14,8.17,34.79,34.66,120.1
01-02-2025 04:00,Hebbal (Bengaluru),Bengaluru,5.17,18.16,22.83,32.03,119.9
01-02-2025 05:00,Hebbal (Bengaluru),Bengaluru,6.77,11.47,47.57,29.01,153.9
01-02-2025 06:00,Hebbal (Bengaluru),Bengaluru,4.51,13.14,54.36,44.45,144.6
01-02-2025 07:00,Hebbal (Bengaluru),Bengaluru,8.08,23.11,60.58,32.38,168.0
01-02-2025 08:00,Hebbal (Bengaluru),Bengaluru,6.91,21.59,85.85,32.22,187.7
01-02-2025 09:00,Hebbal (Bengaluru),Bengaluru,4.26,29.45,58.02,36.58,167.9
01-02-2025 10:00,Hebbal (Bengaluru),Bengaluru,7.89,16.15,66.76,41.91,160.5
01-02-2025 11:00,Hebbal (Bengaluru),Bengaluru,4.92,9.57,33.35,42.38,154.6
01-02-2025 12:00,Hebbal (Bengaluru),Bengaluru,4.55,11.53,66.85,55.47,168.2
01-02-2025 13:00,Hebbal (Bengaluru),Bengaluru,6.85,9.67,68.01,50.04,128.4
01-02-2025 14:00,Hebbal (Bengaluru),Bengaluru,3.34,15.1,52.2,47.65,128.8
01-02-2025 15:00,Hebbal (Bengaluru),Bengaluru,8.14,23.03,61.3,14.44,144.4
01-02-2025 16:00,Hebbal (Bengaluru),Bengaluru,5.08,10.93,41.57,23.59,124.9
01-02-2025 17:00,Hebbal (Bengaluru),Bengaluru,3.54,9.8,41.95,18.25,126.9
01-02-2025 18:00,Hebbal (Bengaluru),Bengaluru,7.28,18.35,79.41,62.34,198.1
01-02-2025 19:00,Hebbal (Bengaluru),Bengaluru,6.63,27.49,54.32,34.26,194.1
01-02-2025 20:00,Hebbal (Bengaluru),Bengaluru,11.68,20.46,54.33,43.37,192.9
01-02-2025 21:00,Hebbal (Bengaluru),Bengaluru,7.97,21.4,68.93,39.2,190.3
01-02-2025 22:00,Hebbal (Bengaluru),Bengaluru,6.19,21.76,44.88,47.67,149.7
01-02-2025 23:00,Hebbal (Bengaluru),Bengaluru,9.34,14.8,51.15,26.78,151.1
02-02-2025 00:00,Hebbal (Bengaluru),Bengaluru,4.07,18.94,58.75,35.22,141.4
02-02-2025 01:00,Hebbal (Bengaluru),Bengaluru,3.0,15.58,35.65,23.95,131.2
02-02-2025 02:00,Hebbal (Bengaluru),Bengaluru,6.79,11.42,48.63,19.74,126.1
02-02-2025 03:00,Hebbal (Bengaluru),Bengaluru,3.52,18.52,31.22,56.22,108.8
02-02-2025 04:00,Hebbal (Bengaluru),Bengaluru,4.3,14.69,19.97,8.44,106.8
02-02-2025 05:00,Hebbal (Bengaluru),Bengaluru,4.29,27.74,62.48,51.57,164.9
02-02-2025 06:00,Hebbal (Bengaluru),Bengaluru,6.08,29.96,46.74,32.14,132.1
02-02-2025 07:00,Hebbal (Bengaluru),Bengaluru,4.64,19.55,62.05,39.52,163.0
02-02-2025 08:00,Hebbal (Bengaluru),Bengaluru,8.68,20.22,71.65,54.58,177.4
02-02-2025 09:00,Hebbal (Bengaluru),Bengaluru,8.57,18.09,51.56,53.75,186.4
02-02-2025 10:00,Hebbal (Bengaluru),Bengaluru,9.49,21.05,29.52,43.66,153.0
02-02-2025 11:00,Hebbal (Bengaluru),Bengaluru,5.38,19.67,60.53,13.32,145.1
02-02-2025 12:00,Hebbal (Bengaluru),Bengaluru,6.3,11.26,46.02,42.16,141.9
02-02-2025 13:00,Hebbal (Bengaluru),Bengaluru,5.52,13.62,28.78,28.16,97.8
02-02-2025 14:00,Hebbal (Bengaluru),Bengaluru,3.72,7.0,65.41,48.59,133.3
02-02-2025 15:00,Hebbal (Bengaluru),Bengaluru,5.97,26.62,50.06,42.67,156.1
02-02-2025 16:00,Hebbal (Bengaluru),Bengaluru,8.79,25.55,31.05,22.74,136.2
02-02-2025 17:00,Hebbal (Bengaluru),Bengaluru,4.75,26.7,30.53,43.53,128.2
02-02-2025 18:00,Hebbal (Bengaluru),Bengaluru,5.47,22.5,59.09,48.29,190.2
02-02-2025 19:00,Hebbal (Bengaluru),Bengaluru,9.01,21.83,61.56,38.31,179.7
02-02-2025 20:00,Hebbal (Bengaluru),Bengaluru,9.92,26.05,66.72,42.56,186.5
02-02-2025 21:00,Hebbal (Bengaluru),Bengaluru,6.59,21.58,63.47,64.6,203.0
02-02-2025 22:00,Hebbal (Bengaluru),Bengaluru,4.98,15.22,46.27,42.48,148.2
02-02-2025 23:00,Hebbal (Bengaluru),Bengaluru,8.6,7.74,54.44,55.91,141.7
03-02-2025 00:00,Hebbal (Bengaluru),Bengaluru,6.76,24.75,62.43,30.19,151.3
03-02-2025 01:00,Hebbal (Bengaluru),Bengaluru,0.0,19.05,51.97,29.42,152.0
03-02-2025 02:00,Hebbal (Bengaluru),Bengaluru,3.6,14.76,28.4,21.1,126.0
03-02-2025 03:00,Hebbal (Bengaluru),Bengaluru,3.77,11.22,16.51,29.73,121.1
03-02-2025 04:00,Hebbal (Bengaluru),Bengaluru,4.25,12.79,40.19,24.69,106.5
03-02-2025 05:00,Hebbal (Bengaluru),Bengaluru,10.19,22.54,21.91,38.19,177.6
03-02-2025 06:00,Hebbal (Bengaluru),Bengaluru,3.75,13.78,81.37,30.55,127.1
03-02-2025 07:00,Hebbal (Bengaluru),Bengaluru,8.62,7.05,62.79,27.96,165.5
03-02-2025 08:00,Hebbal (Bengaluru),Bengaluru,6.09,26.01,53.69,52.06,210.9
